0.118943, 0.091848, 0.094591, 0.081090, 0.102692, 0.091903, 0.086486, 0.102677, 0.094607, 0.132465
0.099238, 0.080434, 0.083117, 0.083125, 0.088446, 0.104518, 0.104593, 0.107239, 0.123280, 0.123327
0.108940, 0.094454, 0.094471, 0.096874, 0.108989, 0.101742, 0.101629, 0.099227, 0.082285, 0.108972
0.084860, 0.090184, 0.119328, 0.098174, 0.082229, 0.103430, 0.090185, 0.100786, 0.116752, 0.111424
0.115662, 0.107970, 0.084840, 0.084825, 0.128548, 0.100259, 0.095114, 0.102816, 0.082265, 0.095131
0.107060, 0.104451, 0.093984, 0.130550, 0.083568, 0.083513, 0.122702, 0.086119, 0.088783, 0.096664
0.108877, 0.106457, 0.071780, 0.133613, 0.128698, 0.084172, 0.091645, 0.091577, 0.084147, 0.096566
0.100003, 0.090247, 0.102445, 0.100019, 0.087804, 0.102412, 0.100001, 0.097584, 0.119489, 0.097555
0.101872, 0.111104, 0.080242, 0.098756, 0.089502, 0.086422, 0.114196, 0.117288, 0.083325, 0.114207
0.118403, 0.109042, 0.118378, 0.105921, 0.115270, 0.062300, 0.093454, 0.084113, 0.093437, 0.096567
0.107582, 0.075561, 0.084315, 0.069794, 0.119155, 0.093049, 0.084288, 0.116251, 0.119176, 0.127917
0.134744, 0.091599, 0.115931, 0.064660, 0.105094, 0.089004, 0.110544, 0.097050, 0.097018, 0.091667
0.124312, 0.068049, 0.082801, 0.094708, 0.100591, 0.112465, 0.070957, 0.115370, 0.106536, 0.121261
0.107141, 0.104915, 0.098215, 0.100452, 0.109363, 0.084852, 0.111605, 0.098222, 0.078130, 0.104874
0.132350, 0.124647, 0.083976, 0.083996, 0.078854, 0.101758, 0.104358, 0.109392, 0.071228, 0.106896
0.102972, 0.107849, 0.090695, 0.115218, 0.100462, 0.080846, 0.110314, 0.112735, 0.083336, 0.093127
0.104289, 0.101209, 0.098161, 0.079738, 0.138034, 0.107389, 0.095082, 0.101235, 0.088950, 0.082844
0.106643, 0.123910, 0.080698, 0.072072, 0.103735, 0.115253, 0.129682, 0.089350, 0.083560, 0.092215
0.126358, 0.096784, 0.102123, 0.088722, 0.110199, 0.099453, 0.104821, 0.067205, 0.069891, 0.131757
0.096764, 0.108526, 0.073333, 0.096826, 0.143725, 0.137786, 0.082084, 0.093824, 0.087942, 0.076250
0.096335, 0.087813, 0.093484, 0.099151, 0.104823, 0.107667, 0.116145, 0.127461, 0.101980, 0.062311
0.100565, 0.109187, 0.103418, 0.071793, 0.069017, 0.114991, 0.114904, 0.086203, 0.140814, 0.086241
0.114326, 0.111444, 0.108566, 0.097144, 0.122842, 0.099995, 0.105678, 0.065742, 0.091414, 0.079987
0.091177, 0.099457, 0.118751, 0.088379, 0.074563, 0.085641, 0.099493, 0.096702, 0.124286, 0.118785
0.122156, 0.110911, 0.090950, 0.079521, 0.099369, 0.133443, 0.102364, 0.096639, 0.079487, 0.082327
0.099417, 0.105124, 0.096593, 0.096573, 0.105128, 0.113650, 0.125008, 0.068178, 0.099425, 0.088063
0.125036, 0.099535, 0.076362, 0.083327, 0.101897, 0.111043, 0.111101, 0.092602, 0.087945, 0.108842
0.112838, 0.126001, 0.097088, 0.099748, 0.123311, 0.089248, 0.065625, 0.107647, 0.083987, 0.091882
0.091881, 0.097950, 0.094884, 0.077622, 0.117798, 0.106276, 0.109182, 0.117552, 0.103484, 0.080457
0.114684, 0.094135, 0.114717, 0.070587, 0.094118, 0.102957, 0.105850, 0.102919, 0.070579, 0.126515
0.118456, 0.111606, 0.091131, 0.091117, 0.111621, 0.091123, 0.093390, 0.102491, 0.102516, 0.084271
0.103573, 0.103568, 0.111698, 0.095393, 0.103505, 0.089846, 0.103557, 0.098136, 0.100798, 0.087206
0.125721, 0.092792, 0.083861, 0.131775, 0.086859, 0.104744, 0.110741, 0.101747, 0.092861, 0.065907
0.086783, 0.104607, 0.117334, 0.091809, 0.104646, 0.096977, 0.101976, 0.089280, 0.094359, 0.109677
0.109342, 0.103969, 0.085346, 0.101331, 0.130710, 0.101272, 0.103984, 0.093387, 0.079993, 0.087996
