0.121680, 0.087294, 0.134907, 0.079372, 0.095241, 0.097880, 0.132290, 0.087284, 0.076741, 0.084665
0.116623, 0.093308, 0.098418, 0.088091, 0.106187, 0.095851, 0.111397, 0.106195, 0.085484, 0.095851
0.120967, 0.056748, 0.074042, 0.116095, 0.108600, 0.125955, 0.088878, 0.118554, 0.093839, 0.093855
0.082154, 0.117251, 0.082135, 0.105574, 0.099665, 0.114348, 0.117333, 0.105576, 0.099749, 0.073280
0.132970, 0.106399, 0.095746, 0.095763, 0.119693, 0.093091, 0.087750, 0.095726, 0.074468, 0.095732
0.097801, 0.107405, 0.119367, 0.097849, 0.124075, 0.097851, 0.090651, 0.081173, 0.076415, 0.105031
0.123324, 0.101886, 0.109923, 0.072405, 0.112599, 0.080408, 0.104562, 0.134036, 0.077731, 0.080445
0.128162, 0.108976, 0.089953, 0.114477, 0.087184, 0.103454, 0.106214, 0.095377, 0.070857, 0.092611
0.110769, 0.119982, 0.095367, 0.098460, 0.123099, 0.104630, 0.083066, 0.070768, 0.107676, 0.083104
0.105553, 0.094975, 0.116090, 0.124028, 0.089688, 0.100286, 0.097627, 0.108166, 0.068591, 0.092358
0.129537, 0.098441, 0.111397, 0.098458, 0.080314, 0.108804, 0.082898, 0.111382, 0.108815, 0.067362
0.101947, 0.084597, 0.082082, 0.097036, 0.119386, 0.084584, 0.084598, 0.099473, 0.126891, 0.116913
0.112509, 0.104843, 0.122743, 0.120219, 0.089497, 0.104857, 0.079306, 0.102295, 0.053739, 0.107432
0.142080, 0.123262, 0.101896, 0.064330, 0.080432, 0.093840, 0.096543, 0.093861, 0.088499, 0.112581
0.085974, 0.101919, 0.089142, 0.117826, 0.111447, 0.085957, 0.121036, 0.089200, 0.108317, 0.085995
0.123230, 0.100856, 0.114842, 0.089677, 0.098041, 0.095241, 0.089610, 0.078416, 0.098022, 0.109266
0.107493, 0.104197, 0.100982, 0.140055, 0.087947, 0.100999, 0.078169, 0.065152, 0.100986, 0.110762
0.114143, 0.092384, 0.105980, 0.097823, 0.095104, 0.078808, 0.089671, 0.105972, 0.130440, 0.086959
0.103868, 0.109308, 0.103828, 0.092878, 0.111998, 0.101085, 0.098348, 0.131136, 0.081985, 0.062832
0.102380, 0.094457, 0.097141, 0.094481, 0.099726, 0.110224, 0.118132, 0.102359, 0.089232, 0.089246
0.107486, 0.120001, 0.102494, 0.112501, 0.072506, 0.109987, 0.110002, 0.075013, 0.082487, 0.105021
0.127257, 0.093485, 0.122105, 0.098696, 0.090940, 0.088348, 0.101209, 0.103953, 0.096077, 0.075323
0.111097, 0.097900, 0.103196, 0.105803, 0.103197, 0.108468, 0.084623, 0.097875, 0.079369, 0.105830
